Commodity	Contract_Type	Delivery_Month	Delivery_Year	Strike_Price	Business_Date	Match_Time	Price_Indicator	Price	Message_Code	Amend_Code	Volume
ACF	F	J	2024	0000000	20240209	182600	 	0000028400	Y	D	00010
ACF	F	K	2024	0000000	20240209	182600	 	0000028400	Y	D	00010
ACF	F	M	2024	0000000	20240209	182600	 	0000028400	Y	D	00010
C5F	F	J	2024	0000000	20240209	175500	 	0000000975	Y	D	00200
C5F	F	J	2024	0000000	20240209	175500	 	0000000975	Y	D	00200
C5F	F	K	2024	0000000	20240209	175500	 	0000000975	Y	D	00200
C5F	F	K	2024	0000000	20240209	175500	 	0000000975	Y	D	00200
C5F	F	M	2024	0000000	20240209	175500	 	0000000975	Y	D	00200
C5F	F	M	2024	0000000	20240209	175500	 	0000000975	Y	D	00200
CWF	F	J	2024	0000000	20240209	231632	 	0000024250	Y	D	00015
CWF	F	N	2024	0000000	20240209	194327	 	0000024250	Y	D	00005
CWF	F	Q	2024	0000000	20240209	194327	 	0000024250	Y	D	00005
CWF	F	U	2024	0000000	20240209	194327	 	0000024250	Y	D	00005
CWF	F	V	2024	0000000	20240209	194327	 	0000024250	Y	D	00005
CWF	F	X	2024	0000000	20240209	194327	 	0000024250	Y	D	00005
CWF	F	Z	2024	0000000	20240209	194327	 	0000024250	Y	D	00005
PVF	F	G	2024	0000000	20240209	201700	 	0000012800	Y	D	00010
PVF	F	J	2024	0000000	20240209	162600	 	0000015550	Y	D	00010
PVF	F	J	2024	0000000	20240209	162600	 	0000015550	Y	D	00010
PVF	F	K	2024	0000000	20240209	162600	 	0000015550	Y	D	00010
PVF	F	K	2024	0000000	20240209	162600	 	0000015550	Y	D	00010
PVF	F	M	2024	0000000	20240209	162600	 	0000015550	Y	D	00010
PVF	F	M	2024	0000000	20240209	162600	 	0000015550	Y	D	00010
SWF	F	G	2024	0000000	20240209	192700	 	0000012500	Y	D	00015
SWF	F	G	2024	0000000	20240209	192700	 	0000012500	Y	D	00015
SWF	F	G	2024	0000000	20240209	192700	 	0000012500	Y	D	00015
SWF	F	H	2024	0000000	20240209	192700	 	0000012500	Y	D	00015
SWF	F	H	2024	0000000	20240209	192700	 	0000012500	Y	D	00015
SWF	F	H	2024	0000000	20240209	192700	 	0000012500	Y	D	00015
