Commodity	Contract_Type	Delivery_Month	Delivery_Year	Strike_Price	Business_Date	Match_Time	Price_Indicator	Price	Message_Code	Amend_Code	Volume
C5F	F	J	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
C5F	F	J	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
C5F	F	J	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
C5F	F	K	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
C5F	F	K	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
C5F	F	K	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
C5F	F	M	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
C5F	F	M	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
C5F	F	M	2024	0000000	20240208	175500	 	0000000950	Y	D	00200
CWF	F	H	2024	0000000	20240208	002700	 	0000018950	Y	D	00015
