Commodity	Contract_Type	Delivery_Month	Delivery_Year	Strike_Price	Business_Date	Match_Time	Price_Indicator	Price	Message_Code	Amend_Code	Volume
CWF	F	N	2024	0000000	20240212	175900	 	0000023850	Y	D	00015
CWF	F	N	2024	0000000	20240212	175900	 	0000023850	Y	D	00005
CWF	F	Q	2024	0000000	20240212	175900	 	0000023850	Y	D	00015
CWF	F	Q	2024	0000000	20240212	175900	 	0000023850	Y	D	00005
CWF	F	U	2024	0000000	20240212	175900	 	0000023850	Y	D	00015
CWF	F	U	2024	0000000	20240212	175900	 	0000023850	Y	D	00005
CWF	F	V	2024	0000000	20240212	175900	 	0000023850	Y	D	00015
CWF	F	V	2024	0000000	20240212	175900	 	0000023850	Y	D	00005
CWF	F	X	2024	0000000	20240212	175900	 	0000023850	Y	D	00005
CWF	F	X	2024	0000000	20240212	175900	 	0000023850	Y	D	00015
CWF	F	Z	2024	0000000	20240212	175900	 	0000023850	Y	D	00015
CWF	F	Z	2024	0000000	20240212	175900	 	0000023850	Y	D	00005
